dataset	sample	filtered	field	bytes	elements
1m_brain	SNCG_5	TRUE	end	7152024	5582127
1m_brain	SNCG_5	TRUE	end_max	174452	5582127
1m_brain	SNCG_5	TRUE	metadata	23995	5582127
1m_brain	SNCG_5	TRUE	start	8891868	5582127
1m_brain	SST_1	TRUE	cell	48814172	29920739
1m_brain	SST_1	TRUE	end	38320844	29920739
1m_brain	SST_1	TRUE	end_max	935032	29920739
1m_brain	SST_1	TRUE	metadata	125851	29920739
1m_brain	SST_1	TRUE	start	35592180	29920739
1m_brain	SST_2	TRUE	cell	22422640	14643281
1m_brain	SST_2	TRUE	end	18754608	14643281
1m_brain	SST_2	TRUE	end_max	457612	14643281
1m_brain	SST_2	TRUE	metadata	89558	14643281
1m_brain	SST_2	TRUE	start	19653004	14643281
1m_brain	SST_3	TRUE	cell	29403768	19202370
1m_brain	SST_3	TRUE	end	24595720	19202370
1m_brain	SST_3	TRUE	end_max	600084	19202370
1m_brain	SST_3	TRUE	metadata	88733	19202370
1m_brain	SST_3	TRUE	start	24818748	19202370
1m_brain	SST_4	TRUE	cell	22911268	14962350
1m_brain	SST_4	TRUE	end	19167220	14962350
1m_brain	SST_4	TRUE	end_max	467584	14962350
1m_brain	SST_4	TRUE	metadata	86743	14962350
1m_brain	SST_4	TRUE	start	20100532	14962350
1m_brain	SST_5	TRUE	cell	23236624	15341163
1m_brain	SST_5	TRUE	end	19652784	15341163
1m_brain	SST_5	TRUE	end_max	479420	15341163
1m_brain	SST_5	TRUE	metadata	64141	15341163
1m_brain	SST_5	TRUE	start	20539996	15341163
1m_brain	SST_CHODL	TRUE	cell	9429388	7359406
1m_brain	SST_CHODL	TRUE	end	9428380	7359406
1m_brain	SST_CHODL	TRUE	end_max	229992	7359406
1m_brain	SST_CHODL	TRUE	metadata	28074	7359406
1m_brain	SST_CHODL	TRUE	start	11258516	7359406
1m_brain	SUB	TRUE	cell	4629600	3613241
1m_brain	SUB	TRUE	end	4629312	3613241
1m_brain	SUB	TRUE	end_max	112924	3613241
1m_brain	SUB	TRUE	metadata	24305	3613241
1m_brain	SUB	TRUE	start	6098140	3613241
1m_brain	THMGA_1	TRUE	cell	5324632	4155763
1m_brain	THMGA_1	TRUE	end	5324552	4155763
1m_brain	THMGA_1	TRUE	end_max	129876	4155763
1m_brain	THMGA_1	TRUE	metadata	26915	4155763
1m_brain	THMGA_1	TRUE	start	6946268	4155763
1m_brain	THMGA_2	TRUE	cell	1028236	1134522
1m_brain	THMGA_2	TRUE	end	1453740	1134522
1m_brain	THMGA_2	TRUE	end_max	35464	1134522
1m_brain	THMGA_2	TRUE	metadata	2645	1134522
1m_brain	THMGA_2	TRUE	start	2198436	1134522
1m_brain	TP	TRUE	cell	2981276	2578323
1m_brain	TP	TRUE	end	3303452	2578323
1m_brain	TP	TRUE	end_max	80584	2578323
1m_brain	TP	TRUE	metadata	10361	2578323
1m_brain	TP	TRUE	start	4570292	2578323
1m_brain	VIP_1	TRUE	cell	39619768	23959358
1m_brain	VIP_1	TRUE	end	30691624	23959358
1m_brain	VIP_1	TRUE	end_max	748740	23959358
1m_brain	VIP_1	TRUE	metadata	131182	23959358
1m_brain	VIP_1	TRUE	start	29874012	23959358
1m_brain	VIP_2	TRUE	cell	24020664	15686966
1m_brain	VIP_2	TRUE	end	20095880	15686966
1m_brain	VIP_2	TRUE	end_max	490228	15686966
1m_brain	VIP_2	TRUE	metadata	70897	15686966
1m_brain	VIP_2	TRUE	start	20986380	15686966
1m_brain	VIP_3	TRUE	cell	17941892	11724534
1m_brain	VIP_3	TRUE	end	15020612	11724534
1m_brain	VIP_3	TRUE	end_max	366400	11724534
1m_brain	VIP_3	TRUE	metadata	66277	11724534
1m_brain	VIP_3	TRUE	start	16546772	11724534
1m_brain	VIP_4	TRUE	cell	14512364	10319843
1m_brain	VIP_4	TRUE	end	13221388	10319843
1m_brain	VIP_4	TRUE	end_max	322504	10319843
1m_brain	VIP_4	TRUE	metadata	58398	10319843
1m_brain	VIP_4	TRUE	start	14936900	10319843
1m_brain	VIP_5	TRUE	cell	10603124	7539912
1m_brain	VIP_5	TRUE	end	9660180	7539912
1m_brain	VIP_5	TRUE	end_max	235632	7539912
1m_brain	VIP_5	TRUE	metadata	45625	7539912
1m_brain	VIP_5	TRUE	start	11454564	7539912
1m_brain	VIP_6	TRUE	cell	14338124	10195893
1m_brain	VIP_6	TRUE	end	13062892	10195893
1m_brain	VIP_6	TRUE	end_max	318632	10195893
1m_brain	VIP_6	TRUE	metadata	43982	10195893
1m_brain	VIP_6	TRUE	start	14854900	10195893
1m_brain	VIP_7	TRUE	cell	15218456	10822926
1m_brain	VIP_7	TRUE	end	13866280	10822926
1m_brain	VIP_7	TRUE	end_max	338228	10822926
1m_brain	VIP_7	TRUE	metadata	36051	10822926
1m_brain	VIP_7	TRUE	start	15599820	10822926
1m_brain	merged	TRUE	cell	13706213264	5160103036
1m_brain	merged	TRUE	end	6587967984	5160103036
1m_brain	merged	TRUE	end_max	161253228	5160103036
1m_brain	merged	TRUE	metadata	34133452	5160103036
1m_brain	merged	TRUE	start	2068210220	5160103036
35k_hematopoiesis	BMMC_D5T1	FALSE	cell	387652136	167069550
35k_hematopoiesis	BMMC_D5T1	FALSE	end	215450872	167069550
35k_hematopoiesis	BMMC_D5T1	FALSE	end_max	5220932	167069550
35k_hematopoiesis	BMMC_D5T1	FALSE	metadata	10715196	167069550
35k_hematopoiesis	BMMC_D5T1	FALSE	start	157803692	167069550
35k_hematopoiesis	BMMC_D6T1	FALSE	cell	460514224	201471615
35k_hematopoiesis	BMMC_D6T1	FALSE	end	254082336	201471615
35k_hematopoiesis	BMMC_D6T1	FALSE	end_max	6295996	201471615
35k_hematopoiesis	BMMC_D6T1	FALSE	metadata	10765964	201471615
35k_hematopoiesis	BMMC_D6T1	FALSE	start	155280060	201471615
35k_hematopoiesis	CD34_D7T1	FALSE	cell	214874740	97427148
35k_hematopoiesis	CD34_D7T1	FALSE	end	113529508	97427148
35k_hematopoiesis	CD34_D7T1	FALSE	end_max	3044608	97427148
35k_hematopoiesis	CD34_D7T1	FALSE	metadata	6844117	97427148
35k_hematopoiesis	CD34_D7T1	FALSE	start	98761284	97427148
35k_hematopoiesis	CD34_D8T1	FALSE	cell	192505056	90664027
35k_hematopoiesis	CD34_D8T1	FALSE	end	104837760	90664027
35k_hematopoiesis	CD34_D8T1	FALSE	end_max	2833260	90664027
35k_hematopoiesis	CD34_D8T1	FALSE	metadata	6000859	90664027
35k_hematopoiesis	CD34_D8T1	FALSE	start	78394908	90664027
35k_hematopoiesis	CD34_D9T1	FALSE	cell	173717276	81383818
35k_hematopoiesis	CD34_D9T1	FALSE	end	95444956	81383818
35k_hematopoiesis	CD34_D9T1	FALSE	end_max	2543256	81383818
35k_hematopoiesis	CD34_D9T1	FALSE	metadata	5420124	81383818
35k_hematopoiesis	CD34_D9T1	FALSE	start	74136548	81383818
35k_hematopoiesis	PBMC_D10T1	FALSE	cell	228855420	103643620
35k_hematopoiesis	PBMC_D10T1	FALSE	end	122904156	103643620
35k_hematopoiesis	PBMC_D10T1	FALSE	end_max	3238872	103643620
35k_hematopoiesis	PBMC_D10T1	FALSE	metadata	6667892	103643620
35k_hematopoiesis	PBMC_D10T1	FALSE	start	102960372	103643620
35k_hematopoiesis	PBMC_D11T1	FALSE	cell	180127956	78969546
35k_hematopoiesis	PBMC_D11T1	FALSE	end	84842644	78969546
35k_hematopoiesis	PBMC_D11T1	FALSE	end_max	2467808	78969546
35k_hematopoiesis	PBMC_D11T1	FALSE	metadata	8697586	78969546
35k_hematopoiesis	PBMC_D11T1	FALSE	start	87872036	78969546
35k_hematopoiesis	PBMC_D12T1	FALSE	cell	85885148	39367155
35k_hematopoiesis	PBMC_D12T1	FALSE	end	46424044	39367155
35k_hematopoiesis	PBMC_D12T1	FALSE	end_max	1230232	39367155
35k_hematopoiesis	PBMC_D12T1	FALSE	metadata	4742983	39367155
35k_hematopoiesis	PBMC_D12T1	FALSE	start	46096548	39367155
35k_hematopoiesis	PBMC_D12T2	FALSE	cell	79682428	38098876
35k_hematopoiesis	PBMC_D12T2	FALSE	end	44494396	38098876
35k_hematopoiesis	PBMC_D12T2	FALSE	end_max	1190600	38098876
35k_hematopoiesis	PBMC_D12T2	FALSE	metadata	3384103	38098876
35k_hematopoiesis	PBMC_D12T2	FALSE	start	40246356	38098876
35k_hematopoiesis	PBMC_D12T3	FALSE	cell	73429712	34693143
35k_hematopoiesis	PBMC_D12T3	FALSE	end	40102240	34693143
35k_hematopoiesis	PBMC_D12T3	FALSE	end_max	1084172	34693143
35k_hematopoiesis	PBMC_D12T3	FALSE	metadata	3854391	34693143
35k_hematopoiesis	PBMC_D12T3	FALSE	start	38408684	34693143
35k_hematopoiesis	merged	FALSE	cell	2593816440	932788498
35k_hematopoiesis	merged	FALSE	end	1150108536	932788498
35k_hematopoiesis	merged	FALSE	end_max	29149652	932788498
35k_hematopoiesis	merged	FALSE	metadata	103836830	932788498
35k_hematopoiesis	merged	FALSE	start	570260636	932788498
35k_hematopoiesis	BMMC_D5T1	TRUE	cell	86428052	52918408
35k_hematopoiesis	BMMC_D5T1	TRUE	end	67397076	52918408
35k_hematopoiesis	BMMC_D5T1	TRUE	end_max	1653712	52918408
35k_hematopoiesis	BMMC_D5T1	TRUE	metadata	125042	52918408
35k_hematopoiesis	BMMC_D5T1	TRUE	start	52477924	52918408
35k_hematopoiesis	BMMC_D6T1	TRUE	cell	276354396	155148263
35k_hematopoiesis	BMMC_D6T1	TRUE	end	195769548	155148263
35k_hematopoiesis	BMMC_D6T1	TRUE	end_max	4848392	155148263
35k_hematopoiesis	BMMC_D6T1	TRUE	metadata	369367	155148263
35k_hematopoiesis	BMMC_D6T1	TRUE	start	115567540	155148263
35k_hematopoiesis	CD34_D7T1	TRUE	cell	67460760	44056891
35k_hematopoiesis	CD34_D7T1	TRUE	end	51424856	44056891
35k_hematopoiesis	CD34_D7T1	TRUE	end_max	1376788	44056891
35k_hematopoiesis	CD34_D7T1	TRUE	metadata	93838	44056891
35k_hematopoiesis	CD34_D7T1	TRUE	start	45945404	44056891
35k_hematopoiesis	CD34_D8T1	TRUE	cell	119825868	78253969
35k_hematopoiesis	CD34_D8T1	TRUE	end	90458188	78253969
35k_hematopoiesis	CD34_D8T1	TRUE	end_max	2445448	78253969
35k_hematopoiesis	CD34_D8T1	TRUE	metadata	100914	78253969
35k_hematopoiesis	CD34_D8T1	TRUE	start	66579572	78253969
35k_hematopoiesis	CD34_D9T1	TRUE	cell	100779404	65815492
35k_hematopoiesis	CD34_D9T1	TRUE	end	77265436	65815492
35k_hematopoiesis	CD34_D9T1	TRUE	end_max	2056744	65815492
35k_hematopoiesis	CD34_D9T1	TRUE	metadata	113210	65815492
35k_hematopoiesis	CD34_D9T1	TRUE	start	58698724	65815492
35k_hematopoiesis	PBMC_D10T1	TRUE	cell	70077716	45765861
35k_hematopoiesis	PBMC_D10T1	TRUE	end	54113636	45765861
35k_hematopoiesis	PBMC_D10T1	TRUE	end_max	1430192	45765861
35k_hematopoiesis	PBMC_D10T1	TRUE	metadata	88625	45765861
35k_hematopoiesis	PBMC_D10T1	TRUE	start	45477220	45765861
35k_hematopoiesis	PBMC_D11T1	TRUE	cell	19565456	12778071
35k_hematopoiesis	PBMC_D11T1	TRUE	end	13879248	12778071
35k_hematopoiesis	PBMC_D11T1	TRUE	end_max	399324	12778071
35k_hematopoiesis	PBMC_D11T1	TRUE	metadata	78575	12778071
35k_hematopoiesis	PBMC_D11T1	TRUE	start	17866732	12778071
35k_hematopoiesis	PBMC_D12T1	TRUE	cell	14715392	11485246
35k_hematopoiesis	PBMC_D12T1	TRUE	end	13566816	11485246
35k_hematopoiesis	PBMC_D12T1	TRUE	end_max	358924	11485246
35k_hematopoiesis	PBMC_D12T1	TRUE	metadata	25235	11485246
35k_hematopoiesis	PBMC_D12T1	TRUE	start	13634220	11485246
35k_hematopoiesis	PBMC_D12T2	TRUE	cell	33918456	24120115
35k_hematopoiesis	PBMC_D12T2	TRUE	end	28178888	24120115
35k_hematopoiesis	PBMC_D12T2	TRUE	end_max	753764	24120115
35k_hematopoiesis	PBMC_D12T2	TRUE	metadata	37565	24120115
35k_hematopoiesis	PBMC_D12T2	TRUE	start	23995724	24120115
35k_hematopoiesis	PBMC_D12T3	TRUE	cell	35235004	25056175
35k_hematopoiesis	PBMC_D12T3	TRUE	end	28956972	25056175
35k_hematopoiesis	PBMC_D12T3	TRUE	end_max	783016	25056175
35k_hematopoiesis	PBMC_D12T3	TRUE	metadata	48485	25056175
35k_hematopoiesis	PBMC_D12T3	TRUE	start	27276628	25056175
35k_hematopoiesis	merged	TRUE	cell	1046528200	515398491
35k_hematopoiesis	merged	TRUE	end	631142424	515398491
35k_hematopoiesis	merged	TRUE	end_max	16106212	515398491
35k_hematopoiesis	merged	TRUE	metadata	1075951	515398491
35k_hematopoiesis	merged	TRUE	start	296807772	515398491
3k_pbmc	3k_pbmc	FALSE	cell	102672820	44109954
3k_pbmc	3k_pbmc	FALSE	end	56280996	44109954
3k_pbmc	3k_pbmc	FALSE	end_max	1378448	44109954
3k_pbmc	3k_pbmc	FALSE	metadata	8783966	44109954
3k_pbmc	3k_pbmc	FALSE	start	39515604	44109954
3k_pbmc	merged	FALSE	cell	102638032	44096101
3k_pbmc	merged	FALSE	end	56264256	44096101
3k_pbmc	merged	FALSE	end_max	1378012	44096101
3k_pbmc	merged	FALSE	metadata	8783561	44096101
3k_pbmc	merged	FALSE	start	39505532	44096101
3k_pbmc	3k_pbmc	TRUE	cell	59979376	39170115
3k_pbmc	3k_pbmc	TRUE	end	49972080	39170115
3k_pbmc	3k_pbmc	TRUE	end_max	1224076	39170115
3k_pbmc	3k_pbmc	TRUE	metadata	52054	39170115
3k_pbmc	3k_pbmc	TRUE	start	34824508	39170115
3k_pbmc	merged	TRUE	cell	59979376	39170115
3k_pbmc	merged	TRUE	end	49972080	39170115
3k_pbmc	merged	TRUE	end_max	1224076	39170115
3k_pbmc	merged	TRUE	metadata	52054	39170115
3k_pbmc	merged	TRUE	start	34824508	39170115
45k_pancreas	ENCSR042RUW	FALSE	cell	341872020	145501419
45k_pancreas	ENCSR042RUW	FALSE	end	185037636	145501419
45k_pancreas	ENCSR042RUW	FALSE	end_max	4546928	145501419
45k_pancreas	ENCSR042RUW	FALSE	metadata	10794759	145501419
45k_pancreas	ENCSR042RUW	FALSE	start	120187348	145501419
45k_pancreas	ENCSR137FPX	FALSE	cell	397860628	165646475
45k_pancreas	ENCSR137FPX	FALSE	end	211333812	165646475
45k_pancreas	ENCSR137FPX	FALSE	end_max	5176464	165646475
45k_pancreas	ENCSR137FPX	FALSE	metadata	11144659	165646475
45k_pancreas	ENCSR137FPX	FALSE	start	155749076	165646475
45k_pancreas	ENCSR229VVY	FALSE	cell	436526884	186975911
45k_pancreas	ENCSR229VVY	FALSE	end	239712420	186975911
45k_pancreas	ENCSR229VVY	FALSE	end_max	5843008	186975911
45k_pancreas	ENCSR229VVY	FALSE	metadata	10626588	186975911
45k_pancreas	ENCSR229VVY	FALSE	start	147881348	186975911
45k_pancreas	ENCSR268LMV	FALSE	cell	325618340	138461858
45k_pancreas	ENCSR268LMV	FALSE	end	173452436	138461858
45k_pancreas	ENCSR268LMV	FALSE	end_max	4326944	138461858
45k_pancreas	ENCSR268LMV	FALSE	metadata	10721084	138461858
45k_pancreas	ENCSR268LMV	FALSE	start	104299236	138461858
45k_pancreas	ENCSR275TWX	FALSE	cell	329759780	141262551
45k_pancreas	ENCSR275TWX	FALSE	end	178134948	141262551
45k_pancreas	ENCSR275TWX	FALSE	end_max	4414464	141262551
45k_pancreas	ENCSR275TWX	FALSE	metadata	10375795	141262551
45k_pancreas	ENCSR275TWX	FALSE	start	109616804	141262551
45k_pancreas	ENCSR481YWC	FALSE	cell	777928012	319525329
45k_pancreas	ENCSR481YWC	FALSE	end	400195324	319525329
45k_pancreas	ENCSR481YWC	FALSE	end_max	9985176	319525329
45k_pancreas	ENCSR481YWC	FALSE	metadata	12298467	319525329
45k_pancreas	ENCSR481YWC	FALSE	start	206555076	319525329
45k_pancreas	ENCSR496XXB	FALSE	cell	326625336	138704164
45k_pancreas	ENCSR496XXB	FALSE	end	178447256	138704164
45k_pancreas	ENCSR496XXB	FALSE	end_max	4334516	138704164
45k_pancreas	ENCSR496XXB	FALSE	metadata	10380342	138704164
45k_pancreas	ENCSR496XXB	FALSE	start	133160092	138704164
45k_pancreas	ENCSR690NZI	FALSE	cell	216300920	92425479
45k_pancreas	ENCSR690NZI	FALSE	end	118693560	92425479
45k_pancreas	ENCSR690NZI	FALSE	end_max	2888308	92425479
45k_pancreas	ENCSR690NZI	FALSE	metadata	9585888	92425479
45k_pancreas	ENCSR690NZI	FALSE	start	83460012	92425479
45k_pancreas	ENCSR862WHQ	FALSE	cell	315840824	131381040
45k_pancreas	ENCSR862WHQ	FALSE	end	167578120	131381040
45k_pancreas	ENCSR862WHQ	FALSE	end_max	4105668	131381040
45k_pancreas	ENCSR862WHQ	FALSE	metadata	11192767	131381040
45k_pancreas	ENCSR862WHQ	FALSE	start	118903708	131381040
45k_pancreas	ENCSR868CRK	FALSE	cell	249704720	106260569
45k_pancreas	ENCSR868CRK	FALSE	end	136640752	106260569
45k_pancreas	ENCSR868CRK	FALSE	end_max	3320652	106260569
45k_pancreas	ENCSR868CRK	FALSE	metadata	9893653	106260569
45k_pancreas	ENCSR868CRK	FALSE	start	96143388	106260569
45k_pancreas	merged	FALSE	cell	4533951940	1563508448
45k_pancreas	merged	FALSE	end	1982260276	1563508448
45k_pancreas	merged	FALSE	end_max	48859648	1563508448
45k_pancreas	merged	FALSE	metadata	182467907	1563508448
45k_pancreas	merged	FALSE	start	778917380	1563508448
45k_pancreas	ENCSR042RUW	TRUE	cell	168423240	109991272
45k_pancreas	ENCSR042RUW	TRUE	end	139313304	109991272
45k_pancreas	ENCSR042RUW	TRUE	end_max	3437236	109991272
45k_pancreas	ENCSR042RUW	TRUE	metadata	118662	109991272
45k_pancreas	ENCSR042RUW	TRUE	start	90114124	109991272
45k_pancreas	ENCSR137FPX	TRUE	cell	116939644	91270018
45k_pancreas	ENCSR137FPX	TRUE	end	116967692	91270018
45k_pancreas	ENCSR137FPX	TRUE	end_max	2852200	91270018
45k_pancreas	ENCSR137FPX	TRUE	metadata	25485	91270018
45k_pancreas	ENCSR137FPX	TRUE	start	92762356	91270018
45k_pancreas	ENCSR229VVY	TRUE	cell	237945148	133607418
45k_pancreas	ENCSR229VVY	TRUE	end	170913388	133607418
45k_pancreas	ENCSR229VVY	TRUE	end_max	4175240	133607418
45k_pancreas	ENCSR229VVY	TRUE	metadata	260037	133607418
45k_pancreas	ENCSR229VVY	TRUE	start	103684788	133607418
45k_pancreas	ENCSR268LMV	TRUE	cell	179651492	117323918
45k_pancreas	ENCSR268LMV	TRUE	end	146603268	117323918
45k_pancreas	ENCSR268LMV	TRUE	end_max	3666384	117323918
45k_pancreas	ENCSR268LMV	TRUE	metadata	117850	117323918
45k_pancreas	ENCSR268LMV	TRUE	start	86699652	117323918
45k_pancreas	ENCSR275TWX	TRUE	cell	191917000	125334387
45k_pancreas	ENCSR275TWX	TRUE	end	157656856	125334387
45k_pancreas	ENCSR275TWX	TRUE	end_max	3916708	125334387
45k_pancreas	ENCSR275TWX	TRUE	metadata	95984	125334387
45k_pancreas	ENCSR275TWX	TRUE	start	96569740	125334387
45k_pancreas	ENCSR481YWC	TRUE	cell	404619712	244299898
45k_pancreas	ENCSR481YWC	TRUE	end	304688240	244299898
45k_pancreas	ENCSR481YWC	TRUE	end_max	7634380	244299898
45k_pancreas	ENCSR481YWC	TRUE	metadata	201254	244299898
45k_pancreas	ENCSR481YWC	TRUE	start	150808956	244299898
45k_pancreas	ENCSR496XXB	TRUE	cell	49696044	30067177
45k_pancreas	ENCSR496XXB	TRUE	end	38852988	30067177
45k_pancreas	ENCSR496XXB	TRUE	end_max	939608	30067177
45k_pancreas	ENCSR496XXB	TRUE	metadata	124462	30067177
45k_pancreas	ENCSR496XXB	TRUE	start	34846980	30067177
45k_pancreas	ENCSR690NZI	TRUE	cell	105122668	68652930
45k_pancreas	ENCSR690NZI	TRUE	end	88086956	68652930
45k_pancreas	ENCSR690NZI	TRUE	end_max	2145416	68652930
45k_pancreas	ENCSR690NZI	TRUE	metadata	112833	68652930
45k_pancreas	ENCSR690NZI	TRUE	start	61252084	68652930
45k_pancreas	ENCSR862WHQ	TRUE	cell	101567620	66330296
45k_pancreas	ENCSR862WHQ	TRUE	end	83722868	66330296
45k_pancreas	ENCSR862WHQ	TRUE	end_max	2072832	66330296
45k_pancreas	ENCSR862WHQ	TRUE	metadata	119155	66330296
45k_pancreas	ENCSR862WHQ	TRUE	start	61006244	66330296
45k_pancreas	ENCSR868CRK	TRUE	cell	130599880	78862100
45k_pancreas	ENCSR868CRK	TRUE	end	101318904	78862100
45k_pancreas	ENCSR868CRK	TRUE	end_max	2464452	78862100
45k_pancreas	ENCSR868CRK	TRUE	metadata	142906	78862100
45k_pancreas	ENCSR868CRK	TRUE	start	71412780	78862100
45k_pancreas	merged	TRUE	cell	2162419972	1065739414
45k_pancreas	merged	TRUE	end	1344843636	1065739414
45k_pancreas	merged	TRUE	end_max	33304368	1065739414
45k_pancreas	merged	TRUE	metadata	1313723	1065739414
45k_pancreas	merged	TRUE	start	516162420	1065739414
500k_heart	ENCSR003DSI	FALSE	cell	1107726308	466777788
500k_heart	ENCSR003DSI	FALSE	end	584211236	466777788
500k_heart	ENCSR003DSI	FALSE	end_max	14586816	466777788
500k_heart	ENCSR003DSI	FALSE	metadata	11775641	466777788
500k_heart	ENCSR003DSI	FALSE	start	323130180	466777788
500k_heart	ENCSR020FAW	FALSE	cell	201840636	87274439
500k_heart	ENCSR020FAW	FALSE	end	107764604	87274439
500k_heart	ENCSR020FAW	FALSE	end_max	2727336	87274439
500k_heart	ENCSR020FAW	FALSE	metadata	8522954	87274439
500k_heart	ENCSR020FAW	FALSE	start	86676068	87274439
500k_heart	ENCSR033ENA	FALSE	cell	185156540	80224175
500k_heart	ENCSR033ENA	FALSE	end	98681836	80224175
500k_heart	ENCSR033ENA	FALSE	end_max	2507016	80224175
500k_heart	ENCSR033ENA	FALSE	metadata	8136022	80224175
500k_heart	ENCSR033ENA	FALSE	start	79183092	80224175
500k_heart	ENCSR051ECW	FALSE	cell	1789211936	759183925
500k_heart	ENCSR051ECW	FALSE	end	931093904	759183925
500k_heart	ENCSR051ECW	FALSE	end_max	23724508	759183925
500k_heart	ENCSR051ECW	FALSE	metadata	12075200	759183925
500k_heart	ENCSR051ECW	FALSE	start	479069068	759183925
500k_heart	ENCSR061BEN	FALSE	cell	629495724	269684129
500k_heart	ENCSR061BEN	FALSE	end	334292972	269684129
500k_heart	ENCSR061BEN	FALSE	end_max	8427640	269684129
500k_heart	ENCSR061BEN	FALSE	metadata	10452426	269684129
500k_heart	ENCSR061BEN	FALSE	start	213358596	269684129
500k_heart	ENCSR079TCC	FALSE	cell	165882360	71644991
500k_heart	ENCSR079TCC	FALSE	end	86069448	71644991
500k_heart	ENCSR079TCC	FALSE	end_max	2238916	71644991
500k_heart	ENCSR079TCC	FALSE	metadata	8257389	71644991
500k_heart	ENCSR079TCC	FALSE	start	69067004	71644991
500k_heart	ENCSR080TZR	FALSE	cell	321071496	136192876
500k_heart	ENCSR080TZR	FALSE	end	171264104	136192876
500k_heart	ENCSR080TZR	FALSE	end_max	4256036	136192876
500k_heart	ENCSR080TZR	FALSE	metadata	10407459	136192876
500k_heart	ENCSR080TZR	FALSE	start	124422124	136192876
500k_heart	ENCSR084DVM	FALSE	cell	244252656	105471576
500k_heart	ENCSR084DVM	FALSE	end	132939088	105471576
500k_heart	ENCSR084DVM	FALSE	end_max	3295996	105471576
500k_heart	ENCSR084DVM	FALSE	metadata	9036798	105471576
500k_heart	ENCSR084DVM	FALSE	start	104206220	105471576
500k_heart	ENCSR088ZOL	FALSE	cell	465656392	203494221
500k_heart	ENCSR088ZOL	FALSE	end	254272408	203494221
500k_heart	ENCSR088ZOL	FALSE	end_max	6359204	203494221
500k_heart	ENCSR088ZOL	FALSE	metadata	9130194	203494221
500k_heart	ENCSR088ZOL	FALSE	start	180513020	203494221
500k_heart	ENCSR101LQQ	FALSE	cell	298568436	130875095
500k_heart	ENCSR101LQQ	FALSE	end	153766356	130875095
500k_heart	ENCSR101LQQ	FALSE	end_max	4089856	130875095
500k_heart	ENCSR101LQQ	FALSE	metadata	8485407	130875095
500k_heart	ENCSR101LQQ	FALSE	start	112462484	130875095
500k_heart	ENCSR131DKN	FALSE	cell	422021124	179260654
500k_heart	ENCSR131DKN	FALSE	end	225748036	179260654
500k_heart	ENCSR131DKN	FALSE	end_max	5601904	179260654
500k_heart	ENCSR131DKN	FALSE	metadata	10582949	179260654
500k_heart	ENCSR131DKN	FALSE	start	156840116	179260654
500k_heart	ENCSR161IHV	FALSE	cell	249432348	108116428
500k_heart	ENCSR161IHV	FALSE	end	135505644	108116428
500k_heart	ENCSR161IHV	FALSE	end_max	3378648	108116428
500k_heart	ENCSR161IHV	FALSE	metadata	9016294	108116428
500k_heart	ENCSR161IHV	FALSE	start	106730772	108116428
500k_heart	ENCSR169BCG	FALSE	cell	527644052	228159703
500k_heart	ENCSR169BCG	FALSE	end	289489316	228159703
500k_heart	ENCSR169BCG	FALSE	end_max	7130000	228159703
500k_heart	ENCSR169BCG	FALSE	metadata	10344037	228159703
500k_heart	ENCSR169BCG	FALSE	start	205374820	228159703
500k_heart	ENCSR173UUN	FALSE	cell	302029700	129618170
500k_heart	ENCSR173UUN	FALSE	end	160433380	129618170
500k_heart	ENCSR173UUN	FALSE	end_max	4050576	129618170
500k_heart	ENCSR173UUN	FALSE	metadata	9671439	129618170
500k_heart	ENCSR173UUN	FALSE	start	126252868	129618170
500k_heart	ENCSR175JHG	FALSE	cell	433808684	187789774
500k_heart	ENCSR175JHG	FALSE	end	231985756	187789774
500k_heart	ENCSR175JHG	FALSE	end_max	5868440	187789774
500k_heart	ENCSR175JHG	FALSE	metadata	9701982	187789774
500k_heart	ENCSR175JHG	FALSE	start	146272260	187789774
500k_heart	ENCSR185NXG	FALSE	cell	215984540	94851574
500k_heart	ENCSR185NXG	FALSE	end	117611900	94851574
500k_heart	ENCSR185NXG	FALSE	end_max	2964120	94851574
500k_heart	ENCSR185NXG	FALSE	metadata	7434773	94851574
500k_heart	ENCSR185NXG	FALSE	start	88198388	94851574
500k_heart	ENCSR233KYH	FALSE	cell	176736260	76446866
500k_heart	ENCSR233KYH	FALSE	end	94660596	76446866
500k_heart	ENCSR233KYH	FALSE	end_max	2388976	76446866
500k_heart	ENCSR233KYH	FALSE	metadata	8207730	76446866
500k_heart	ENCSR233KYH	FALSE	start	74923460	76446866
500k_heart	ENCSR270CUT	FALSE	cell	242418032	106692113
500k_heart	ENCSR270CUT	FALSE	end	127265680	106692113
500k_heart	ENCSR270CUT	FALSE	end_max	3334140	106692113
500k_heart	ENCSR270CUT	FALSE	metadata	7782727	106692113
500k_heart	ENCSR270CUT	FALSE	start	98744908	106692113
500k_heart	ENCSR273DAC	FALSE	cell	164213804	73914822
500k_heart	ENCSR273DAC	FALSE	end	88566956	73914822
500k_heart	ENCSR273DAC	FALSE	end_max	2309848	73914822
500k_heart	ENCSR273DAC	FALSE	metadata	6622381	73914822
500k_heart	ENCSR273DAC	FALSE	start	75550308	73914822
500k_heart	ENCSR277LDY	FALSE	cell	158661472	68633115
500k_heart	ENCSR277LDY	FALSE	end	85809696	68633115
500k_heart	ENCSR277LDY	FALSE	end_max	2144796	68633115
500k_heart	ENCSR277LDY	FALSE	metadata	8062518	68633115
