tool	format	replicate	axis	slice_size	slice_type	slice_id	time_cpu	time_elapsed	entries_loaded
bpcells	cellmajor	rep3	gene	300	sequential	008	284.908	15.828	17052807
bpcells	cellmajor	rep3	gene	300	sequential	009	291.72400000000005	16.798000000000002	961234672
bpcells	cellmajor	rep3	gene	300	sequential	010	291.349	15.261	17389424
bpcells	cellmajor	rep3	gene	60530	sequential	001	274.965	17.747	95645830752
bpcells	genemajor_norm	rep1	gene	60530	sequential	001	387.114	20.641	95645830752
bpcells	genemajor_norm	rep2	gene	60530	sequential	001	387.241	19.418	95645830752
bpcells	genemajor_norm	rep3	gene	60530	sequential	001	381.614	19.245	95645830752
bpcells	genemajor	rep1	cell	1	random	001	1.3210000000000004	1.322	1620
bpcells	genemajor	rep1	cell	1	random	002	1.3329999999999995	1.3329999999999995	1393
bpcells	genemajor	rep1	cell	1	random	003	1.6080000000000003	1.6100000000000003	5528
bpcells	genemajor	rep1	cell	1	random	004	1.1370000000000005	1.1359999999999997	2600
bpcells	genemajor	rep1	cell	1	random	005	1.4549999999999998	1.455	2736
bpcells	genemajor	rep1	cell	1	random	006	1.116	1.117	637
bpcells	genemajor	rep1	cell	1	random	007	0.9439999999999996	0.9440000000000004	690
bpcells	genemajor	rep1	cell	1	random	008	0.9590000000000004	0.9590000000000004	1604
bpcells	genemajor	rep1	cell	1	random	009	1.1060000000000003	1.1039999999999996	1496
bpcells	genemajor	rep1	cell	1	random	010	1.6210000000000002	1.6210000000000004	936
bpcells	genemajor	rep1	cell	1	sequential	001	1.2099999999999995	1.2159999999999995	1227
bpcells	genemajor	rep1	cell	1	sequential	002	1.4230000000000005	1.4229999999999996	244
bpcells	genemajor	rep1	cell	1	sequential	003	1.2629999999999997	1.2649999999999997	1779
bpcells	genemajor	rep1	cell	1	sequential	004	1.1609999999999998	1.161	2141
bpcells	genemajor	rep1	cell	1	sequential	005	1.2989999999999997	1.299	1842
bpcells	genemajor	rep1	cell	1	sequential	006	1.8380000000000003	1.84	3686
bpcells	genemajor	rep1	cell	1	sequential	007	0.959	0.959	986
bpcells	genemajor	rep1	cell	1	sequential	008	0.909	0.9090000000000004	607
bpcells	genemajor	rep1	cell	1	sequential	009	0.9740000000000002	0.9759999999999996	2065
bpcells	genemajor	rep1	cell	1	sequential	010	1.207	1.2079999999999995	902
bpcells	genemajor	rep1	cell	10	random	001	11.469	3.258	22019
bpcells	genemajor	rep1	cell	10	random	002	5.924	1.5149999999999997	18663
bpcells	genemajor	rep1	cell	10	random	003	6.737	1.499	13522
bpcells	genemajor	rep1	cell	10	random	004	4.547	1.3740000000000006	9603
bpcells	genemajor	rep1	cell	10	random	005	8.279	2.156	27337
bpcells	genemajor	rep1	cell	10	random	006	7.605	2.5470000000000006	18738
bpcells	genemajor	rep1	cell	10	random	007	6.427	1.483	22797
bpcells	genemajor	rep1	cell	10	random	008	6.223	1.3849999999999998	17717
bpcells	genemajor	rep1	cell	10	random	009	7.21	2.4910000000000005	23868
bpcells	genemajor	rep1	cell	10	random	010	5.8629999999999995	1.4459999999999995	15870
bpcells	genemajor	rep1	cell	10	sequential	001	1.1859999999999995	1.189	16899
bpcells	genemajor	rep1	cell	10	sequential	002	1.1840000000000002	1.1829999999999994	18994
bpcells	genemajor	rep1	cell	10	sequential	003	1.2549999999999994	1.2559999999999998	11307
bpcells	genemajor	rep1	cell	10	sequential	004	1.209	1.2090000000000003	17935
bpcells	genemajor	rep1	cell	10	sequential	005	0.923	0.924	4431
bpcells	genemajor	rep1	cell	10	sequential	006	2.036	2.0370000000000004	79381
bpcells	genemajor	rep1	cell	10	sequential	007	1.1729999999999998	1.1720000000000002	24219
bpcells	genemajor	rep1	cell	10	sequential	008	1.1730000000000005	1.173	13630
bpcells	genemajor	rep1	cell	10	sequential	009	1.3210000000000002	1.3210000000000002	86435
bpcells	genemajor	rep1	cell	10	sequential	010	2.1389999999999993	2.138	50471
bpcells	genemajor	rep1	cell	100	random	001	69.93999999999998	5.119999999999999	255263
bpcells	genemajor	rep1	cell	100	random	002	60.475	4.231	200844
bpcells	genemajor	rep1	cell	100	random	003	68.7	4.268000000000001	243925
bpcells	genemajor	rep1	cell	100	random	004	57.366	4.228000000000001	184709
bpcells	genemajor	rep1	cell	100	random	005	68.346	4.215	220583
bpcells	genemajor	rep1	cell	100	random	006	64.652	4.4190000000000005	198689
bpcells	genemajor	rep1	cell	100	random	007	69.601	4.136	240527
bpcells	genemajor	rep1	cell	100	random	008	60.063	4.234	199362
bpcells	genemajor	rep1	cell	100	random	009	70.40100000000001	4.3580000000000005	203356
bpcells	genemajor	rep1	cell	100	random	010	65.32000000000001	5.111999999999999	188593
bpcells	genemajor	rep1	cell	100	sequential	001	0.8600000000000002	0.8640000000000003	80890
bpcells	genemajor	rep1	cell	100	sequential	002	1.0000000000000002	1	133123
bpcells	genemajor	rep1	cell	100	sequential	003	1.5299999999999998	1.5300000000000002	176468
bpcells	genemajor	rep1	cell	100	sequential	004	1.3019999999999998	1.302	177045
bpcells	genemajor	rep1	cell	100	sequential	005	1.0920000000000003	1.093	176565
bpcells	genemajor	rep1	cell	100	sequential	006	1.2029999999999998	1.2029999999999998	244061
bpcells	genemajor	rep1	cell	100	sequential	007	1.003	1.004	241329
bpcells	genemajor	rep1	cell	100	sequential	008	1.808	1.809	283769
bpcells	genemajor	rep1	cell	100	sequential	009	1.4550000000000003	1.455	306538
bpcells	genemajor	rep1	cell	100	sequential	010	1.3499999999999996	1.3510000000000004	332485
bpcells	genemajor	rep1	cell	1000	random	001	298.123	11.577	2103783
bpcells	genemajor	rep1	cell	1000	random	002	314.033	12.188	2189598
bpcells	genemajor	rep1	cell	1000	random	003	301.764	11.96	2075667
bpcells	genemajor	rep1	cell	1000	random	004	300.895	11.765	2086627
bpcells	genemajor	rep1	cell	1000	random	005	306.4	11.682	2121041
bpcells	genemajor	rep1	cell	1000	random	006	312.964	12.002	2238575
bpcells	genemajor	rep1	cell	1000	random	007	312.49	11.838	2117167
bpcells	genemajor	rep1	cell	1000	random	008	311.396	12.06	2178672
bpcells	genemajor	rep1	cell	1000	random	009	300.61100000000005	11.358	2084946
bpcells	genemajor	rep1	cell	1000	random	010	296.63800000000003	11.087	2186198
bpcells	genemajor	rep1	cell	1000	sequential	001	1.3240000000000005	1.3289999999999988	2656310
bpcells	genemajor	rep1	cell	1000	sequential	002	1.1509999999999998	1.1509999999999998	1988884
bpcells	genemajor	rep1	cell	1000	sequential	003	1.018	1.0180000000000002	1193776
bpcells	genemajor	rep1	cell	1000	sequential	004	1.1159999999999997	1.1150000000000002	1716237
bpcells	genemajor	rep1	cell	1000	sequential	005	2.557	2.556	5606085
bpcells	genemajor	rep1	cell	1000	sequential	006	1.3050000000000004	1.306	1805526
bpcells	genemajor	rep1	cell	1000	sequential	007	1.4340000000000004	1.4339999999999995	2508580
bpcells	genemajor	rep1	cell	1000	sequential	008	0.8290000000000002	0.8289999999999997	431993
bpcells	genemajor	rep1	cell	1000	sequential	009	1.0989999999999998	1.1	1283280
bpcells	genemajor	rep1	cell	1000	sequential	010	1.8189999999999995	1.819	6995556
bpcells	genemajor	rep1	cell	10000	random	001	347.106	13.084	21523985
bpcells	genemajor	rep1	cell	10000	random	002	339.03100000000006	12.378	21582484
bpcells	genemajor	rep1	cell	10000	random	003	339.815	12.863	21710922
bpcells	genemajor	rep1	cell	10000	random	004	338.441	12.778000000000002	21557091
bpcells	genemajor	rep1	cell	10000	random	005	335.122	12.289	21456885
bpcells	genemajor	rep1	cell	10000	random	006	337.91700000000003	12.435	21527438
bpcells	genemajor	rep1	cell	10000	random	007	335.31000000000006	12.593	21585808
bpcells	genemajor	rep1	cell	10000	random	008	334.512	12.288	21646585
bpcells	genemajor	rep1	cell	10000	random	009	340.413	12.832	21516026
bpcells	genemajor	rep1	cell	10000	random	010	335.789	12.242	21445864
bpcells	genemajor	rep1	cell	10000	sequential	001	1.2720000000000002	1.275	9037105
bpcells	genemajor	rep1	cell	10000	sequential	002	1.1439999999999997	1.1430000000000002	16739383
bpcells	genemajor	rep1	cell	10000	sequential	003	1.183	1.1840000000000006	21827533
bpcells	genemajor	rep1	cell	10000	sequential	004	2.3330000000000006	2.333	47175808
bpcells	genemajor	rep1	cell	10000	sequential	005	1.9630000000000003	1.9630000000000003	46893304
bpcells	genemajor	rep1	cell	10000	sequential	006	1.3530000000000006	1.3530000000000002	25368693
bpcells	genemajor	rep1	cell	10000	sequential	007	2.073	1.3969999999999998	21274710
bpcells	genemajor	rep1	cell	10000	sequential	008	1.0829999999999995	1.082	17489161
bpcells	genemajor	rep1	cell	10000	sequential	009	1.3129999999999995	1.3129999999999995	27381151
bpcells	genemajor	rep1	cell	10000	sequential	010	1.019	1.0189999999999997	9970175
bpcells	genemajor	rep1	cell	100000	random	001	341.85600000000005	13.116	216301828
bpcells	genemajor	rep1	cell	100000	random	002	337.82800000000003	12.529000000000002	215870467
bpcells	genemajor	rep1	cell	100000	random	003	340.534	12.781999999999998	216523214
bpcells	genemajor	rep1	cell	100000	random	004	342.21500000000003	12.88	216287462
bpcells	genemajor	rep1	cell	100000	random	005	334.59499999999997	12.508	216443608
bpcells	genemajor	rep1	cell	100000	random	006	336.91200000000003	12.495	216210462
bpcells	genemajor	rep1	cell	100000	random	007	341.07700000000006	12.929999999999998	215947518
bpcells	genemajor	rep1	cell	100000	random	008	343.618	12.916999999999998	215794373
bpcells	genemajor	rep1	cell	100000	random	009	343.28499999999997	12.747	216269727
bpcells	genemajor	rep1	cell	100000	random	010	339.067	12.802	216626273
bpcells	genemajor	rep1	cell	100000	sequential	001	1.499	1.3120000000000005	69555091
bpcells	genemajor	rep1	cell	100000	sequential	002	1.493	1.3209999999999995	69303174
bpcells	genemajor	rep1	cell	100000	sequential	003	1.588	1.399	79339640
bpcells	genemajor	rep1	cell	100000	sequential	004	1.515	1.2960000000000005	87635801
bpcells	genemajor	rep1	cell	100000	sequential	005	2.1900000000000004	1.5810000000000004	150236057
bpcells	genemajor	rep1	cell	100000	sequential	006	1.5729999999999995	1.3530000000000002	79282936
bpcells	genemajor	rep1	cell	100000	sequential	007	2.138	1.6060000000000003	153009228
bpcells	genemajor	rep1	cell	100000	sequential	008	2.587	1.8520000000000003	180063262
bpcells	genemajor	rep1	cell	100000	sequential	009	2.194	1.697	155953359
bpcells	genemajor	rep1	cell	100000	sequential	010	1.3629999999999998	1.165	45904696
bpcells	genemajor	rep1	cell	300000	random	001	342.201	13.352	648613446
bpcells	genemajor	rep1	cell	300000	random	002	335.64900000000006	13.25	647499299
bpcells	genemajor	rep1	cell	300000	random	003	336.754	13.098	648140443
bpcells	genemajor	rep1	cell	300000	random	004	338.83199999999994	13.083	646613501
bpcells	genemajor	rep1	cell	300000	random	005	339.568	13.726	649007219
bpcells	genemajor	rep1	cell	300000	random	006	342.78600000000006	13.189000000000002	646936324
bpcells	genemajor	rep1	cell	300000	random	007	336.372	12.978000000000002	645660552
bpcells	genemajor	rep1	cell	300000	random	008	344.187	13.219	646845203
bpcells	genemajor	rep1	cell	300000	random	009	339.762	13.124	648533014
bpcells	genemajor	rep1	cell	300000	random	010	335.89099999999996	13.343000000000002	647874240
bpcells	genemajor	rep1	cell	300000	sequential	001	3.4610000000000003	2.1769999999999996	540534732
bpcells	genemajor	rep1	cell	300000	sequential	002	4.406000000000001	2.4390000000000005	874381919
bpcells	genemajor	rep1	cell	300000	sequential	003	5.3870000000000005	3.2070000000000003	851915523
bpcells	genemajor	rep1	cell	300000	sequential	004	7.815	3.603	1652862106
bpcells	genemajor	rep1	cell	300000	sequential	005	2.92	1.9070000000000005	360119687
bpcells	genemajor	rep1	cell	300000	sequential	006	4.129	2.397	598147731
bpcells	genemajor	rep1	cell	300000	sequential	007	1.983	1.5550000000000002	175006627
bpcells	genemajor	rep1	cell	300000	sequential	008	5.974000000000001	3.0349999999999997	1318660483
bpcells	genemajor	rep1	cell	300000	sequential	009	3.664	2.378	505857952
bpcells	genemajor	rep1	cell	300000	sequential	010	4.155	2.407	641938092
bpcells	genemajor	rep1	gene	1	random	001	0.733	0.6819999999999999	39475
bpcells	genemajor	rep1	gene	1	random	002	0.6830000000000002	0.6720000000000006	10912
bpcells	genemajor	rep1	gene	1	random	003	0.6719999999999997	0.6709999999999998	826
bpcells	genemajor	rep1	gene	1	random	004	0.7209999999999998	0.6780000000000004	234451
bpcells	genemajor	rep1	gene	1	random	005	0.7279999999999998	0.6870000000000003	5379870
bpcells	genemajor	rep1	gene	1	random	006	0.6719999999999997	0.6750000000000003	29740
bpcells	genemajor	rep1	gene	1	random	007	0.7189999999999998	0.6779999999999995	4572078
bpcells	genemajor	rep1	gene	1	random	008	0.6890000000000002	0.6760000000000002	319
bpcells	genemajor	rep1	gene	1	random	009	0.7109999999999997	0.6829999999999998	292790
bpcells	genemajor	rep1	gene	1	random	010	0.6960000000000001	0.6789999999999998	88431
bpcells	genemajor	rep1	gene	1	sequential	001	0.7289999999999995	0.6800000000000002	8405
bpcells	genemajor	rep1	gene	1	sequential	002	0.7299999999999998	0.6750000000000003	469073
bpcells	genemajor	rep1	gene	1	sequential	003	0.7069999999999994	0.6740000000000004	256
bpcells	genemajor	rep1	gene	1	sequential	004	0.6919999999999998	0.6700000000000004	697
bpcells	genemajor	rep1	gene	1	sequential	005	0.683	0.6789999999999998	70651
bpcells	genemajor	rep1	gene	1	sequential	006	0.6979999999999994	0.6790000000000003	3220
bpcells	genemajor	rep1	gene	1	sequential	007	0.7029999999999998	0.6679999999999997	28
bpcells	genemajor	rep1	gene	1	sequential	008	0.72	0.6790000000000003	5889061
bpcells	genemajor	rep1	gene	1	sequential	009	0.702	0.669	5824
bpcells	genemajor	rep1	gene	1	sequential	010	0.746	0.6829999999999998	18595333
bpcells	genemajor	rep1	gene	10	random	001	0.96	0.6949999999999994	42619032
bpcells	genemajor	rep1	gene	10	random	002	0.8970000000000001	0.6859999999999999	345855
bpcells	genemajor	rep1	gene	10	random	003	0.9540000000000004	0.6900000000000004	17853445
bpcells	genemajor	rep1	gene	10	random	004	0.9330000000000002	0.6920000000000002	15245180
bpcells	genemajor	rep1	gene	10	random	005	0.9159999999999996	0.694	26254672
bpcells	genemajor	rep1	gene	10	random	006	0.979	0.6829999999999998	7445840
bpcells	genemajor	rep1	gene	10	random	007	0.933	0.6879999999999997	19325203
bpcells	genemajor	rep1	gene	10	random	008	0.9219999999999996	0.6890000000000001	22966067
bpcells	genemajor	rep1	gene	10	random	009	0.9090000000000004	0.6879999999999997	18540021
bpcells	genemajor	rep1	gene	10	random	010	0.996	0.6849999999999996	49497750
bpcells	genemajor	rep1	gene	10	sequential	001	0.8250000000000001	0.6949999999999998	57003345
bpcells	genemajor	rep1	gene	10	sequential	002	0.7680000000000003	0.6850000000000005	29367130
bpcells	genemajor	rep1	gene	10	sequential	003	0.8060000000000002	0.6850000000000005	49935993
bpcells	genemajor	rep1	gene	10	sequential	004	0.824	0.69	56752978
bpcells	genemajor	rep1	gene	10	sequential	005	0.6890000000000003	0.6829999999999998	334788
bpcells	genemajor	rep1	gene	10	sequential	006	0.7329999999999998	0.6789999999999998	9558244
bpcells	genemajor	rep1	gene	10	sequential	007	0.6950000000000004	0.6779999999999999	162115
bpcells	genemajor	rep1	gene	10	sequential	008	0.6860000000000002	0.6709999999999998	173102
bpcells	genemajor	rep1	gene	10	sequential	009	0.6939999999999994	0.6729999999999996	2720
bpcells	genemajor	rep1	gene	10	sequential	010	0.6900000000000003	0.673	8966
bpcells	genemajor	rep1	gene	100	random	001	2.7489999999999997	0.7630000000000003	188007877
bpcells	genemajor	rep1	gene	100	random	002	2.571	0.7570000000000001	183843925
bpcells	genemajor	rep1	gene	100	random	003	2.6739999999999995	0.7499999999999996	200310196
bpcells	genemajor	rep1	gene	100	random	004	2.621	0.7550000000000003	144487462
bpcells	genemajor	rep1	gene	100	random	005	2.351	0.7440000000000002	103554818
bpcells	genemajor	rep1	gene	100	random	006	2.2829999999999995	0.742	102051912
bpcells	genemajor	rep1	gene	100	random	007	2.4150000000000005	0.7469999999999999	115538142
bpcells	genemajor	rep1	gene	100	random	008	2.5469999999999997	0.7509999999999999	136927646
bpcells	genemajor	rep1	gene	100	random	009	2.559	0.7540000000000004	150606224
bpcells	genemajor	rep1	gene	100	random	010	2.632000000000001	0.7520000000000002	157028252
bpcells	genemajor	rep1	gene	100	sequential	001	0.71	0.702	1249782
bpcells	genemajor	rep1	gene	100	sequential	002	0.707	0.6789999999999994	4195319
bpcells	genemajor	rep1	gene	100	sequential	003	0.85	0.7009999999999996	64897940
bpcells	genemajor	rep1	gene	100	sequential	004	0.7209999999999999	0.6919999999999997	6166514
bpcells	genemajor	rep1	gene	100	sequential	005	1.2539999999999996	0.7030000000000003	249304590
bpcells	genemajor	rep1	gene	100	sequential	006	0.7160000000000004	0.6899999999999995	3878545
bpcells	genemajor	rep1	gene	100	sequential	007	0.69	0.6749999999999998	2573526
bpcells	genemajor	rep1	gene	100	sequential	008	0.7210000000000002	0.6930000000000005	3205980
bpcells	genemajor	rep1	gene	100	sequential	009	2.085	0.7390000000000003	619199008
bpcells	genemajor	rep1	gene	100	sequential	010	0.7319999999999994	0.6880000000000002	21239213
bpcells	genemajor	rep1	gene	300	random	001	5.9399999999999995	0.8390000000000004	485855708
bpcells	genemajor	rep1	gene	300	random	002	6.075	0.8479999999999999	491796881
bpcells	genemajor	rep1	gene	300	random	003	5.658	0.847	465034565
bpcells	genemajor	rep1	gene	300	random	004	5.79	0.8400000000000003	443602972
bpcells	genemajor	rep1	gene	300	random	005	5.9300000000000015	0.8490000000000002	515296945
bpcells	genemajor	rep1	gene	300	random	006	5.853	0.8490000000000002	482805339
bpcells	genemajor	rep1	gene	300	random	007	6.031000000000001	0.8450000000000002	499335858
bpcells	genemajor	rep1	gene	300	random	008	5.98	0.8460000000000005	445853223
bpcells	genemajor	rep1	gene	300	random	009	5.693	0.8450000000000002	420942939
bpcells	genemajor	rep1	gene	300	random	010	6.0440000000000005	0.8500000000000005	520331555
bpcells	genemajor	rep1	gene	300	sequential	001	3.126	0.7699999999999996	1075241161
bpcells	genemajor	rep1	gene	300	sequential	002	4.177999999999999	0.7849999999999997	1532889651
bpcells	genemajor	rep1	gene	300	sequential	003	0.708	0.6689999999999996	11651242
bpcells	genemajor	rep1	gene	300	sequential	004	0.7220000000000001	0.6680000000000001	17035386
bpcells	genemajor	rep1	gene	300	sequential	005	0.6939999999999995	0.6739999999999999	3952546
bpcells	genemajor	rep1	gene	300	sequential	006	0.9109999999999996	0.6889999999999996	96023905
bpcells	genemajor	rep1	gene	300	sequential	007	0.8509999999999998	0.6869999999999998	74468997
bpcells	genemajor	rep1	gene	300	sequential	008	0.7229999999999999	0.6689999999999996	17052807
bpcells	genemajor	rep1	gene	300	sequential	009	2.853	0.7439999999999998	961234672
bpcells	genemajor	rep1	gene	300	sequential	010	0.7300000000000004	0.6759999999999997	17389424
bpcells	genemajor	rep1	gene	60530	sequential	001	214.696	7.496	95645830752
bpcells	genemajor	rep2	cell	1	random	001	1.3210000000000002	1.322	1620
bpcells	genemajor	rep2	cell	1	random	002	1.2760000000000002	1.2759999999999998	1393
bpcells	genemajor	rep2	cell	1	random	003	1.5910000000000004	1.592	5528
bpcells	genemajor	rep2	cell	1	random	004	1.3880000000000003	1.388	2600
bpcells	genemajor	rep2	cell	1	random	005	1.2420000000000004	1.2430000000000003	2736
bpcells	genemajor	rep2	cell	1	random	006	1.077	1.077	637
bpcells	genemajor	rep2	cell	1	random	007	0.8849999999999999	0.8859999999999997	690
bpcells	genemajor	rep2	cell	1	random	008	1.0459999999999998	1.0459999999999998	1604
bpcells	genemajor	rep2	cell	1	random	009	1.301	1.3009999999999995	1496
bpcells	genemajor	rep2	cell	1	random	010	2.038	2.0389999999999997	936
bpcells	genemajor	rep2	cell	1	sequential	001	1.3440000000000003	1.3490000000000002	1227
bpcells	genemajor	rep2	cell	1	sequential	002	1.419	1.42	244
bpcells	genemajor	rep2	cell	1	sequential	003	1.338	1.3389999999999995	1779
bpcells	genemajor	rep2	cell	1	sequential	004	1.1449999999999996	1.145	2141
bpcells	genemajor	rep2	cell	1	sequential	005	1.306	1.3059999999999996	1842
bpcells	genemajor	rep2	cell	1	sequential	006	2.383	2.3819999999999997	3686
bpcells	genemajor	rep2	cell	1	sequential	007	1.0599999999999996	1.061	986
bpcells	genemajor	rep2	cell	1	sequential	008	1.0860000000000003	1.0870000000000002	607
bpcells	genemajor	rep2	cell	1	sequential	009	1.0950000000000002	1.0959999999999996	2065
bpcells	genemajor	rep2	cell	1	sequential	010	1.4379999999999995	1.439	902
bpcells	genemajor	rep2	cell	10	random	001	10.336000000000002	3.2990000000000004	22019
bpcells	genemajor	rep2	cell	10	random	002	5.644000000000001	1.488	18663
bpcells	genemajor	rep2	cell	10	random	003	6.55	1.5069999999999997	13522
bpcells	genemajor	rep2	cell	10	random	004	4.706	1.35	9603
bpcells	genemajor	rep2	cell	10	random	005	8.028	2.1879999999999997	27337
bpcells	genemajor	rep2	cell	10	random	006	7.86	3.237	18738
bpcells	genemajor	rep2	cell	10	random	007	7.256	2.01	22797
bpcells	genemajor	rep2	cell	10	random	008	6.154	1.4230000000000005	17717
bpcells	genemajor	rep2	cell	10	random	009	7.307	2.547	23868
bpcells	genemajor	rep2	cell	10	random	010	6.392999999999999	1.7209999999999996	15870
bpcells	genemajor	rep2	cell	10	sequential	001	1.2339999999999995	1.2380000000000004	16899
bpcells	genemajor	rep2	cell	10	sequential	002	1.217	1.2170000000000003	18994
bpcells	genemajor	rep2	cell	10	sequential	003	1.1079999999999997	1.1090000000000004	11307
bpcells	genemajor	rep2	cell	10	sequential	004	1.2150000000000003	1.214	17935
bpcells	genemajor	rep2	cell	10	sequential	005	0.8720000000000001	0.871	4431
bpcells	genemajor	rep2	cell	10	sequential	006	1.9299999999999995	1.931	79381
bpcells	genemajor	rep2	cell	10	sequential	007	1.2180000000000004	1.2190000000000003	24219
bpcells	genemajor	rep2	cell	10	sequential	008	1.1840000000000004	1.1839999999999995	13630
bpcells	genemajor	rep2	cell	10	sequential	009	1.6170000000000004	1.6180000000000003	86435
bpcells	genemajor	rep2	cell	10	sequential	010	2.582	2.5820000000000003	50471
bpcells	genemajor	rep2	cell	100	random	001	68.68799999999999	5.164000000000001	255263
bpcells	genemajor	rep2	cell	100	random	002	62.782999999999994	4.958	200844
bpcells	genemajor	rep2	cell	100	random	003	68.955	4.9319999999999995	243925
bpcells	genemajor	rep2	cell	100	random	004	55.019	3.995	184709
bpcells	genemajor	rep2	cell	100	random	005	70.698	4.885	220583
bpcells	genemajor	rep2	cell	100	random	006	65.535	4.457000000000001	198689
bpcells	genemajor	rep2	cell	100	random	007	70.478	4.523999999999999	240527
bpcells	genemajor	rep2	cell	100	random	008	59.282	4.1240000000000006	199362
bpcells	genemajor	rep2	cell	100	random	009	69.87099999999998	4.436999999999999	203356
bpcells	genemajor	rep2	cell	100	random	010	64.378	4.337	188593
bpcells	genemajor	rep2	cell	100	sequential	001	0.9080000000000004	0.9130000000000004	80890
bpcells	genemajor	rep2	cell	100	sequential	002	1.1410000000000005	1.141	133123
bpcells	genemajor	rep2	cell	100	sequential	003	1.115	1.1149999999999998	176468
bpcells	genemajor	rep2	cell	100	sequential	004	1.303	1.3029999999999995	177045
bpcells	genemajor	rep2	cell	100	sequential	005	1.2879999999999996	1.2899999999999996	176565
bpcells	genemajor	rep2	cell	100	sequential	006	1.4189999999999996	1.42	244061
bpcells	genemajor	rep2	cell	100	sequential	007	0.9739999999999998	0.9740000000000002	241329
bpcells	genemajor	rep2	cell	100	sequential	008	1.7850000000000004	1.7859999999999996	283769
bpcells	genemajor	rep2	cell	100	sequential	009	1.4590000000000003	1.4589999999999996	306538
bpcells	genemajor	rep2	cell	100	sequential	010	1.3739999999999997	1.375	332485
bpcells	genemajor	rep2	cell	1000	random	001	306.059	11.588	2103783
bpcells	genemajor	rep2	cell	1000	random	002	310.15	11.873	2189598
bpcells	genemajor	rep2	cell	1000	random	003	298.443	11.651	2075667
bpcells	genemajor	rep2	cell	1000	random	004	297.139	11.279	2086627
bpcells	genemajor	rep2	cell	1000	random	005	313.34900000000005	11.885	2121041
bpcells	genemajor	rep2	cell	1000	random	006	313.37	11.895	2238575
bpcells	genemajor	rep2	cell	1000	random	007	311.212	11.914	2117167
bpcells	genemajor	rep2	cell	1000	random	008	313.83099999999996	11.749	2178672
bpcells	genemajor	rep2	cell	1000	random	009	306.00699999999995	11.575	2084946
bpcells	genemajor	rep2	cell	1000	random	010	303.035	11.844	2186198
bpcells	genemajor	rep2	cell	1000	sequential	001	1.3040000000000005	1.3090000000000002	2656310
bpcells	genemajor	rep2	cell	1000	sequential	002	1.1469999999999994	1.146	1988884
bpcells	genemajor	rep2	cell	1000	sequential	003	1.1110000000000004	1.1109999999999998	1193776
bpcells	genemajor	rep2	cell	1000	sequential	004	1.1550000000000002	1.1549999999999998	1716237
bpcells	genemajor	rep2	cell	1000	sequential	005	3.238	3.238	5606085
bpcells	genemajor	rep2	cell	1000	sequential	006	1.3039999999999996	1.3039999999999998	1805526
bpcells	genemajor	rep2	cell	1000	sequential	007	1.4049999999999994	1.406	2508580
bpcells	genemajor	rep2	cell	1000	sequential	008	0.7799999999999997	0.7810000000000001	431993
bpcells	genemajor	rep2	cell	1000	sequential	009	1.074	1.0749999999999995	1283280
bpcells	genemajor	rep2	cell	1000	sequential	010	1.8170000000000004	1.8169999999999995	6995556
bpcells	genemajor	rep2	cell	10000	random	001	349.955	13.136	21523985
bpcells	genemajor	rep2	cell	10000	random	002	339.868	12.85	21582484
bpcells	genemajor	rep2	cell	10000	random	003	341.804	12.614999999999998	21710922
bpcells	genemajor	rep2	cell	10000	random	004	341.48800000000006	12.594	21557091
bpcells	genemajor	rep2	cell	10000	random	005	344.44	12.568	21456885
bpcells	genemajor	rep2	cell	10000	random	006	352.776	13.011	21527438
bpcells	genemajor	rep2	cell	10000	random	007	336.272	12.747999999999998	21585808
bpcells	genemajor	rep2	cell	10000	random	008	338.47499999999997	12.882	21646585
bpcells	genemajor	rep2	cell	10000	random	009	336.343	12.492	21516026
bpcells	genemajor	rep2	cell	10000	random	010	341.23600000000005	12.537	21445864
bpcells	genemajor	rep2	cell	10000	sequential	001	1.3520000000000003	1.3569999999999998	9037105
bpcells	genemajor	rep2	cell	10000	sequential	002	1.397	1.3970000000000002	16739383
bpcells	genemajor	rep2	cell	10000	sequential	003	1.3910000000000002	1.3909999999999996	21827533
bpcells	genemajor	rep2	cell	10000	sequential	004	1.586	1.585	47175808
bpcells	genemajor	rep2	cell	10000	sequential	005	1.5339999999999998	1.533	46893304
bpcells	genemajor	rep2	cell	10000	sequential	006	1.543	1.5429999999999997	25368693
bpcells	genemajor	rep2	cell	10000	sequential	007	1.6670000000000005	1.202	21274710
bpcells	genemajor	rep2	cell	10000	sequential	008	1.273	1.273	17489161
bpcells	genemajor	rep2	cell	10000	sequential	009	1.2100000000000004	1.209	27381151
bpcells	genemajor	rep2	cell	10000	sequential	010	1.0790000000000002	1.0779999999999998	9970175
bpcells	genemajor	rep2	cell	100000	random	001	359.379	13.239999999999998	216301828
bpcells	genemajor	rep2	cell	100000	random	002	340.155	12.674	215870467
bpcells	genemajor	rep2	cell	100000	random	003	341.839	12.873	216523214
bpcells	genemajor	rep2	cell	100000	random	004	343.73400000000004	12.910000000000002	216287462
bpcells	genemajor	rep2	cell	100000	random	005	340.19700000000006	12.716	216443608
bpcells	genemajor	rep2	cell	100000	random	006	337.787	12.671	216210462
bpcells	genemajor	rep2	cell	100000	random	007	343.544	12.846000000000002	215947518
bpcells	genemajor	rep2	cell	100000	random	008	348.49	12.923000000000002	215794373
